长度	短句	频率	英文
1	作	448	
1	佐	374	
1	左	971	
1	卒	112	
1	足	592	
1	宗	731	
1	字	185	
1	自	204	
1	滓	275	
1	紫	321	
1	子	2359	
1	状	125	
1	撰	101	
1	注	6066	
1	助	185	
1	煮	231	
1	主	1047	
1	竹	209	
1	猪	456	
1	诸	164	
1	朱	376	
1	肘	251	
1	周	200	
1	重	363	
1	肿	1045	
1	终	219	
1	中	2711	
1	痔	280	
1	治	2105	
1	炙	16823	
1	质	671	
1	制	2987	
1	志	172	
1	至	380	
1	枳	800	
1	芷	281	
1	止	261	
1	脂	257	
1	栀	577	
1	知	374	
1	枝	141	
1	汁	462	
1	之	1472	
1	症	157	
1	证	782	
1	正	182	
1	蒸	663	
1	疹	146	
1	珍	264	
1	针	255	
1	着	362	
1	者	2702	
1	折	126	
1	胀	697	
1	长	226	
1	张	523	
1	盏	299	
1	泽	322	
1	则	709	
1	燥	667	
1	枣	1565	
1	在	947	
1	再	150	
1	载	208	
1	匀	190	
1	云	15488	
1	月	146	
1	曰	22474	
1	远	115	
1	螈	570	
1	原	109	
1	元	489	
1	愈	974	
1	郁	327	
1	语	171	
1	与	723	
1	萸	146	
1	俞	295	
1	鱼	777	
1	于	273	
1	右	2191	
1	又	5222	
1	有	611	
1	油	292	
1	忧	176	
1	用	2409	
1	痈	145	
1	荥	162	
1	饮	335	
1	引	397	
1	银	163	
1	音	114	
1	阴	768	
1	因	171	
1	易	744	
1	佚	872	
1	亦	195	
1	矣	228	
1	以	1708	
1	已	105	
1	乙	150	
1	宜	438	
1	噫	684	
1	一	9974	
1	液	174	
1	曳	188	
1	叶	1169	
1	也	2142	
1	药	623	
1	腰	335	
1	痒	125	
1	疡	138	
1	杨	166	
1	阳	488	
1	羊	314	
1	验	641	
1	眼	186	
1	盐	1036	
1	研	8936	
1	言	352	
1	咽	130	
1	鸭	105	
1	循	190	
1	血	1032	
1	穴	253	
1	旋	115	
1	玄	168	
1	宣	346	
1	蓄	352	
1	续	103	
1	序	338	
1	许	162	
1	徐	224	
1	虚	672	
1	须	126	
1	吁	238	
1	朽	245	
1	雄	207	
1	胸	183	
1	芎	7161	
1	凶	155	
1	性	1125	
1	杏	582	
1	腥	281	
1	星	118	
1	辛	3032	
1	心	2143	
1	蟹	120	
1	薤	156	
1	屑	624	
1	泻	920	
1	泄	249	
1	斜	1154	
1	胁	167	
1	邪	146	
1	蝎	281	
1	效	1468	
1	小	472	
1	硝	365	
1	消	224	
1	象	261	
1	项	144	
1	详	104	
1	香	1612	
1	痫	152	
1	咸	1207	
1	弦	319	
1	先	116	
1	夏	678	
1	下	1842	
1	细	649	
1	喜	127	
1	洗	2388	
1	膝	373	
1	犀	206	
1	菥	101	
1	误	177	
1	午	173	
1	五	2293	
1	吴	564	
1	无	413	
1	乌	470	
1	问	519	
1	闻	136	
1	文	124	
1	温	5556	
1	谓	529	
1	胃	1170	
1	畏	172	
1	味	1339	
1	未	159	
1	痿	177	
1	尾	152	
1	惟	203	
1	为	982	
1	煨	2136	
1	微	426	
1	王	464	
1	汪	246	
1	菀	110	
1	丸	1484	
1	外	382	
1	吐	776	
1	土	403	
1	涂	143	
1	图	420	
1	头	908	
1	痛	2258	
1	铜	290	
1	同	1355	
1	通	430	
1	铁	179	
1	调	116	
1	条	565	
1	天	643	
1	疼	109	
1	桃	451	
1	溏	125	
1	唐	465	
1	饧	162	
1	汤	2104	
1	痰	476	
1	太	131	
1	他	148	
1	所	103	
1	孙	108	
1	碎	928	
1	岁	197	
1	髓	165	
1	蒜	428	
1	酸	1205	
1	素	910	
1	酥	364	
1	苏	269	
1	嗽	119	
1	宋	565	
1	四	2059	
1	死	2374	
1	思	168	
1	蒴	353	
1	说	887	
1	水	1170	
1	双	358	
1	数	540	
1	朮	291	
1	术	3009	
1	鼠	415	
1	暑	521	
1	熟	425	
1	书	155	
1	手	269	
1	收	759	
1	是	380	
1	氏	174	
1	屎	132	
1	始	116	
1	使	860	
1	食	717	
1	实	1077	
1	时	1501	
1	石	1173	
1	十	791	
1	湿	947	
1	诗	482	
1	圣	106	
1	生	4053	
1	升	670	
1	甚	125	
1	肾	1225	
1	沈	174	
1	神	386	
1	身	276	
1	麝	670	
1	蛇	254	
1	舌	256	
1	少	270	
1	芍	1172	
1	烧	964	
1	上	9388	
1	伤	121	
1	善	1067	
1	疝	750	
1	山	316	
1	晒	147	
1	筛	292	
1	砂	2111	
1	涩	831	
1	色	1272	
1	桑	326	
1	散	1752	
1	三	4958	
1	腮	117	
1	弱	229	
1	若	546	
1	入	521	
1	乳	371	
1	濡	133	
1	茹	459	
1	如	1629	
1	肉	1901	
1	日	646	
1	任	243	
1	仁	730	
1	人	814	
1	热	1593	
1	然	1879	
1	缺	266	
1	犬	195	
1	颧	116	
1	全	168	
1	去	2739	
1	取	311	
1	曲	418	
1	秋	165	
1	清	1043	
1	轻	189	
1	青	709	
1	秦	143	
1	芩	1345	
1	且	145	
1	切	3602	
1	翘	164	
1	羌	410	
1	钱	1477	
1	前	315	
1	铅	123	
1	千	380	
1	气	2306	
1	起	131	
1	脐	430	
1	荠	364	
1	其	604	
1	芪	591	
1	齐	113	
1	七	1253	
1	曝	156	
1	朴	580	
1	破	378	
1	平	6398	
1	片	145	
1	篇	166	
1	僻	152	
1	癖	580	
1	痞	134	
1	脾	1530	
1	皮	2066	
1	劈	142	
1	砒	115	
1	蓬	119	
1	炮	9786	
1	泡	413	
1	藕	131	
1	呕	329	
1	衄	248	
1	女	2639	
1	疟	905	
1	暖	110	
1	怒	208	
1	浓	254	
1	牛	519	
1	年	154	
1	逆	193	
1	能	109	
1	内	789	
1	脑	328	
1	难	298	
1	男	2892	
1	乃	225	
1	目	1359	
1	木	999	
1	牡	167	
1	母	308	
1	某	918	
1	墨	122	
1	末	2724	
1	膜	112	
1	谟	136	
1	明	1498	
1	名	1072	
1	妙	521	
1	苗	1034	
1	面	816	
1	蜜	947	
1	米	285	
1	门	288	
1	每	599	
1	梅	118	
1	枚	226	
1	没	218	
1	卯	106	
1	毛	248	
1	满	344	
1	脉	944	
1	麦	1267	
1	马	265	
1	麻	712	
1	瘰	1018	
1	论	536	
1	鹿	114	
1	陆	135	
1	芦	284	
1	蒌	163	
1	癃	114	
1	龙	313	
1	六	1288	
1	柳	158	
1	刘	149	
1	令	177	
1	另	112	
1	羚	169	
1	苓	1269	
1	灵	629	
1	淋	141	
1	疗	576	
1	两	4798	
1	凉	465	
1	良	1197	
1	炼	167	
1	连	2138	
1	痢	183	
1	栗	159	
1	例	412	
1	利	177	
1	里	338	
1	李	813	
1	礼	135	
1	梨	129	
1	冷	654	
1	类	105	
1	羸	161	
1	雷	137	
1	了	117	
1	劳	111	
1	榔	191	
1	烂	131	
1	蜡	354	
1	狂	175	
1	苦	2749	
1	枯	379	
1	蔻	104	
1	口	543	
1	芤	103	
1	恐	168	
1	空	235	
1	客	109	
1	克	911	
1	渴	430	
1	可	170	
1	咳	302	
1	壳	424	
1	考	150	
1	菌	104	
1	君	743	
1	厥	345	
1	据	547	
1	巨	126	
1	咀	8715	
1	橘	291	
1	桔	500	
1	疽	132	
1	居	116	
1	酒	1514	
1	韭	166	
1	灸	363	
1	久	104	
1	九	780	
1	痉	172	
1	净	340	
1	精	271	
1	惊	309	
1	荆	347	
1	经	2697	
1	茎	381	
1	禁	391	
1	浸	205	
1	晋	123	
1	紧	193	
1	筋	224	
1	金	725	
1	今	355	
1	斤	157	
1	疥	105	
1	解	468	
1	结	299	
1	节	199	
1	皆	135	
1	脚	119	
1	角	269	
1	椒	608	
1	胶	217	
1	交	107	
1	酱	215	
1	姜	4049	
1	将	101	
1	见	1150	
1	减	108	
1	煎	753	
1	肩	453	
1	间	150	
1	坚	110	
1	尖	463	
1	瘕	698	
1	甲	495	
1	嘉	258	
1	佳	431	
1	加	529	
1	悸	132	
1	剂	828	
1	忌	260	
1	己	132	
1	集	117	
1	疾	191	
1	急	232	
1	即	1143	
1	吉	185	
1	及	704	
1	积	141	
1	鸡	709	
1	藿	121	
1	或	588	
1	火	2148	
1	活	332	
1	哕	210	
1	会	121	
1	灰	521	
1	黄	17372	
1	缓	248	
1	槐	127	
1	化	208	
1	滑	567	
1	华	120	
1	花	585	
1	琥	102	
1	虎	107	
1	斛	143	
1	胡	433	
1	候	220	
1	后	453	
1	洪	163	
1	红	458	
1	黑	436	
1	核	142	
1	荷	149	
1	和	610	
1	何	158	
1	合	499	
1	禾	114	
1	诃	153	
1	好	291	
1	行	223	
1	汗	623	
1	汉	259	
1	寒	5288	
1	海	151	
1	过	417	
1	桂	7173	
1	归	3261	
1	广	136	
1	观	244	
1	关	216	
1	顾	134	
1	故	2011	
1	骨	788	
1	谷	150	
1	功	418	
1	更	150	
1	梗	254	
1	根	1195	
1	各	1587	
1	葛	296	
1	膈	109	
1	歌	176	
1	膏	493	
1	高	151	
1	纲	769	
1	干	1102	
1	疳	145	
1	肝	1562	
1	甘	4914	
1	盖	215	
1	腹	293	
1	复	229	
1	附	2973	
1	妇	107	
1	浮	420	
1	茯	316	
1	服	1189	
1	伏	165	
1	敷	168	
1	夫	258	
1	风	1114	
1	粉	282	
1	分	2561	
1	肺	1215	
1	非	348	
1	飞	425	
1	防	1044	
1	方	2973	
1	反	310	
1	烦	168	
1	矾	148	
1	凡	187	
1	法	295	
1	发	348	
1	二	5044	
1	耳	545	
1	而	1079	
1	恶	338	
1	鹅	136	
1	多	149	
1	对	176	
1	煅	116	
1	短	149	
1	度	141	
1	独	249	
1	毒	179	
1	督	111	
1	豆	344	
1	动	574	
1	冬	329	
1	丁	292	
1	地	2064	
1	等	686	
1	的	104	
1	得	192	
1	捣	802	
1	当	719	
1	淡	241	
1	但	251	
1	胆	723	
1	丹	341	
1	代	132	
1	大	1645	
1	打	165	
1	答	355	
1	锉	8134	
1	寸	134	
1	存	901	
1	醋	844	
1	促	111	
1	从	274	
1	葱	818	
1	刺	413	
1	次	512	
1	此	676	
1	唇	119	
1	春	175	
1	疮	1168	
1	喘	404	
1	传	159	
1	川	663	
1	处	122	
1	杵	251	
1	除	137	
1	初	250	
1	出	1925	
1	臭	905	
1	丑	119	
1	虫	755	
1	冲	471	
1	翅	133	
1	赤	1131	
1	豉	1328	
1	齿	341	
1	迟	267	
1	秤	180	
1	成	270	
1	陈	1012	
1	沉	603	
1	辰	123	
1	臣	1070	
1	炒	26762	
1	肠	800	
1	瘥	875	
1	柴	634	
1	差	109	
1	茶	165	
1	草	2436	
1	苍	202	
1	参	2477	
1	菜	211	
1	采	645	
1	不	867	
1	补	756	
1	擘	876	
1	病	662	
1	并	353	
1	槟	284	
1	别	162	
1	鳖	215	
1	表	136	
1	便	131	
1	臂	185	
1	痹	350	
1	萆	1783	
1	鼻	616	
1	本	2841	
1	焙	4450	
1	背	208	
1	备	187	
1	贝	182	
1	悲	137	
1	保	111	
1	薄	156	
1	包	488	
1	镑	1290	
1	半	3149	
1	柏	633	
1	百	112	
1	白	2401	
1	菝	142	
1	巴	179	
1	八	976	
1	懊	230	
1	熬	1380	
1	案	685	
1	按	11325	
1	庵	101	
1	安	107	
1	艾	346	
1	阿	118	
2	作痛	102	
2	左右	105	
2	左传	188	
2	最妙	110	
2	组成	673	
2	足冷	108	
2	总之	939	
2	总论	243	
2	总录	153	
2	棕榈	119	
2	自制	320	
2	自愈	393	
2	自序	118	
2	自消	118	
2	自诉	166	
2	自利	178	
2	自汗	1038	
2	紫葳	171	
2	紫菀	2454	
2	紫苏	2154	
2	紫色	109	
2	紫葛	110	
2	紫草	893	
2	紫参	264	
2	子仁	116	
2	子芩	411	
2	子大	196	
2	资生	186	
2	准绳	497	
2	壮热	313	
2	庄子	135	
2	转筋	264	
2	注云	1067	
2	注曰	163	
2	注释	375	
2	注解	448	
2	苎根	112	
2	煮汁	136	
2	煮熟	196	
2	煮食	119	
2	主治	5278	
2	主之	323	
2	主诉	325	
2	主病	146	
2	逐水	145	
2	竹叶	1620	
2	竹茹	1684	
2	竹沥	1391	
2	猪脂	405	
2	猪肾	140	
2	猪肉	314	
2	猪苓	3038	
2	猪膏	157	
2	猪肝	116	
2	猪胆	213	
2	诸书	158	
2	诸气	155	
2	诸疮	104	
2	茱萸	591	
2	朱曰	159	
2	朱砂	5204	
2	朱肱	113	
2	咒曰	150	
2	肘后	671	
2	粥丸	117	
2	周礼	230	
2	重者	242	
2	重舌	207	
2	仲景	783	
2	仲淳	195	
2	肿胀	192	
2	肿痛	254	
2	钟乳	357	
2	中渚	167	
2	中者	113	
2	中脘	373	
2	中说	107	
2	中暑	275	
2	中湿	118	
2	中气	130	
2	中品	251	
2	中极	274	
2	中寒	181	
2	中府	151	
2	中封	149	
2	中风	703	
2	中恶	301	
2	中冲	113	
2	痔漏	147	
2	痔疮	121	
2	治之	232	
2	治则	383	
2	治验	248	
2	治瘰	501	
2	治风	202	
2	治方	104	
2	治法	1667	
2	治病	291	
2	炙燥	124	
2	炙微	103	
2	炙焦	151	
2	炙黄	478	
2	炙干	139	
2	炙锉	1525	
2	炙草	2506	
2	制方	174	
2	制法	188	
2	志云	470	
2	至阴	143	
2	枳实	6569	
2	枳壳	11444	
2	止血	589	
2	止泄	125	
2	止痛	629	
2	止嗽	102	
2	止痢	153	
2	止渴	668	
2	止汗	172	
2	踯躅	109	
2	植生	347	
2	直指	444	
2	直者	168	
2	直视	118	
2	蜘蛛	143	
2	栀子	3774	
2	栀仁	164	
2	肢冷	109	
2	知母	8897	
2	支沟	243	
2	之旨	117	
2	之类	284	
2	之后	106	
2	症瘕	184	
2	政和	725	
2	郑论	361	
2	证治	155	
2	证候	157	
2	证附	294	
2	证〕	119	
2	正宗	280	
2	正如	161	
2	正传	218	
2	蒸熟	161	
2	怔忡	183	
2	镇心	111	
2	振寒	140	
2	诊之	473	
2	诊断	433	
2	甄权	374	
2	真珠	472	
2	真者	112	
2	珍珠	600	
2	针之	102	
2	针砂	159	
2	针灸	462	
2	针经	351	
2	着有	139	
2	这样	135	
2	这个	113	
2	照海	195	
2	胀满	264	
2	长强	116	
2	樟脑	290	
2	章门	251	
2	张云	1003	
2	张某	169	
2	张机	213	
2	谵语	821	
2	谵妄	102	
2	蚱蝉	186	
2	楂肉	230	
2	泽泻	8158	
2	泽漆	174	
2	泽兰	823	
2	则曰	162	
2	则愈	157	
2	则生	165	
2	燥湿	150	
2	皂角	953	
2	皂荚	1095	
2	皂矾	143	
2	皂刺	146	
2	枣子	116	
2	枣肉	144	
2	枣仁	1521	
2	枣皮	181	
2	枣煎	178	
2	脏腑	104	
2	攒竹	146	
2	在下	101	
2	在泉	137	
2	再煎	145	
2	再服	517	
2	运用	156	
2	运气	153	
2	云云	142	
2	云母	186	
2	云门	125	
2	云苓	362	
2	云∶	195	
2	月真	287	
2	月少	106	
2	月囷	153	
2	月令	161	
2	曰平	107	
2	远志	4794	
2	原注	252	
2	原文	986	
2	原料	1007	
2	原按	180	
2	芫青	179	
2	芫花	1648	
2	元戎	128	
2	元胡	226	
2	元参	2205	
2	渊按	201	
2	御览	503	
2	喻昌	105	
2	欲呕	107	
2	郁金	2320	
2	玉竹	466	
2	玉函	564	
2	予曰	1817	
2	愚按	475	
2	虞曰	347	
2	虞抟	114	
2	榆皮	106	
2	萸肉	415	
2	鱼际	204	
2	余曰	2375	
2	余谓	107	
2	于术	187	
2	于是	236	
2	瘀血	294	
2	右剉	492	
2	又云	5956	
2	又曰	7607	
2	又问	122	
2	又谓	135	
2	又如	119	
2	又见	186	
2	又方	17098	
2	又法	599	
2	又按	256	
2	有云	168	
2	有曰	110	
2	有效	260	
2	有痰	330	
2	有热	431	
2	有汗	212	
2	有寒	196	
2	有毒	2167	
2	油腻	198	
2	尤妙	281	
2	尤佳	169	
2	用之	130	
2	用药	129	
2	用途	902	
2	用时	103	
2	用黄	165	
2	用法	1718	
2	用参	376	
2	涌泉	255	
2	永瘥	115	
2	雍曰	392	
2	痈肿	336	
2	痈疽	274	
2	瘿瘤	136	
2	迎香	103	
2	婴孺	577	
2	瘾疹	120	
2	隐白	145	
2	饮之	212	
2	饮食	262	
2	银朱	197	
2	银花	1232	
2	银箔	195	
2	茵芋	403	
2	茵陈	1170	
2	阴肿	112	
2	阴者	174	
2	阴也	1182	
2	阴阳	210	
2	阴虚	226	
2	阴痿	189	
2	阴蚀	130	
2	阴跷	113	
2	阴交	151	
2	阴谷	149	
2	阴干	2464	
2	阴毒	105	
2	因此	2184	
2	薏苡	175	
2	薏仁	338	
2	翌日	118	
2	益智	828	
2	益气	858	
2	益精	275	
2	易治	304	
2	易曰	104	
2	亦效	303	
2	亦死	131	
2	亦妙	175	
2	亦可	273	
2	亦佳	199	
2	亦得	149	
2	苡仁	990	
2	以水	171	
2	以上	326	
2	以黄	164	
2	以参	216	
2	遗尿	290	
2	遗溺	198	
2	遗精	333	
2	宜用	753	
2	宜下	105	
2	宜忌	353	
2	宜服	1040	
2	宜参	171	
2	饴糖	315	
2	医曰	130	
2	医统	248	
2	医通	398	
2	医说	166	
2	医林	102	
2	医鉴	189	
2	医贯	159	
2	医碥	109	
2	医案	434	
2	一字	718	
2	一只	199	
2	一者	144	
2	一盏	257	
2	一云	438	
2	一曰	243	
2	一也	316	
2	一穴	177	
2	一握	620	
2	一丸	105	
2	一条	460	
2	一书	345	
2	一升	3223	
2	一日	390	
2	一人	145	
2	一钱	30336	
2	一片	275	
2	一名	620	
2	一枚	2143	
2	一两	44981	
2	一粒	165	
2	一类	119	
2	一块	131	
2	一卷	125	
2	一具	512	
2	一斤	3110	
2	一角	113	
2	一剂	254	
2	一合	1532	
2	一个	1496	
2	一服	127	
2	一分	8685	
2	一方	3629	
2	一法	553	
2	一对	299	
2	一斗	158	
2	一撮	249	
2	一寸	161	
2	一尺	205	
2	一把	234	
2	液门	127	
2	夜啼	138	
2	野葛	119	
2	噎膈	112	
2	藥品	117	
2	要之	156	
2	要诀	190	
2	药用	142	
2	药性	125	
2	药品	254	
2	药鉴	299	
2	药方	216	
2	药对	213	
2	腰痛	952	
2	烊化	171	
2	养血	144	
2	洋参	119	
2	杨曰	218	
2	杨氏	153	
2	阳者	124	
2	阳也	1313	
2	阳虚	149	
2	阳溪	150	
2	阳痿	133	
2	阳明	961	
2	阳谷	206	
2	阳辅	183	
2	阳池	113	
2	羊脂	156	
2	羊肾	166	
2	羊肉	502	
2	羊角	188	
2	焰硝	162	
2	谚云	150	
2	验证	520	
2	验方	153	
2	验案	214	
2	衍义	872	
2	盐汤	118	
2	盐花	133	
2	盐炒	237	
2	研匀	814	
2	研细	1645	
2	研碎	168	
2	研入	184	
2	研末	2080	
2	研烂	194	
2	研飞	148	
2	延年	305	
2	延胡	439	
2	胭脂	116	
2	咽痛	406	
2	咽喉	207	
2	咽干	453	
2	牙皂	353	
2	牙硝	329	
2	牙痛	177	
2	询之	162	
2	寻愈	108	
2	血者	127	
2	血晕	105	
2	血余	213	
2	血瘀	119	
2	血也	157	
2	血虚	497	
2	血热	119	
2	血气	127	
2	血淋	243	
2	血痢	189	
2	血竭	1267	
2	血瘕	136	
2	血闭	136	
2	血崩	242	
2	穴义	358	
2	薛曰	174	
2	眩晕	416	
2	眩冒	103	
2	旋复	129	
2	玄胡	233	
2	玄参	3810	
2	宣明	110	
2	宣连	117	
2	续断	2228	
2	虚者	599	
2	虚也	308	
2	虚损	111	
2	虚实	208	
2	虚热	153	
2	虚劳	216	
2	虚寒	114	
2	虚烦	193	
2	须臾	306	
2	琇按	180	
2	宿食	131	
2	修治	341	
2	熊胆	614	
2	雄黄	5737	
2	雄按	478	
2	胸痛	161	
2	胸闷	306	
2	胸满	496	
2	胸痹	188	
2	性温	999	
2	性热	155	
2	性平	584	
2	性凉	221	
2	性寒	813	
2	杏仁	11718	
2	囟会	105	
2	新一	309	
2	新修	408	
2	新三	132	
2	新绛	109	
2	新附	103	
2	新方	125	
2	新二	176	
2	新补	113	
2	辛夷	488	
2	辛温	304	
2	辛热	124	
2	心者	287	
2	心俞	193	
2	心也	248	
2	心下	110	
2	心痛	877	
2	心镜	109	
2	心悸	556	
2	心慌	141	
2	心腹	245	
2	心烦	952	
2	心法	210	
2	薤白	636	
2	谢谢	153	
2	泻之	223	
2	泻热	109	
2	泻痢	165	
2	泻火	106	
2	泄泻	667	
2	泄痢	146	
2	泄利	117	
2	胁痛	563	
2	邪气	322	
2	蝎尾	152	
2	蝎梢	460	
2	效果	183	
2	校正	262	
2	校补	109	
2	小麦	767	
2	小蓟	223	
2	小茴	475	
2	小腹	143	
2	小儿	297	
2	小毒	115	
2	小豆	156	
2	小肠	564	
2	小草	157	
2	小便	164	
2	硝石	990	
2	消肿	179	
2	消痰	269	
2	消食	328	
2	消渴	828	
2	消谷	150	
2	象皮	131	
2	象贝	269	
2	项强	217	
2	香子	535	
2	香油	146	
2	香薷	672	
2	香墨	120	
2	香附	5207	
2	香豉	580	
2	相和	139	
2	陷谷	143	
2	现在	334	
2	咸寒	105	
2	先食	118	
2	先煎	633	
2	仙茅	194	
2	仙经	340	
2	下之	591	
2	下者	111	
2	下血	569	
2	下同	2123	
2	下水	166	
2	下筛	275	
2	下气	912	
2	下品	249	
2	下面	217	
2	下廉	170	
2	下痢	238	
2	下利	1093	
2	下经	158	
2	下后	163	
2	下膈	196	
2	下部	146	
2	侠溪	133	
2	虾蟆	254	
2	细研	3031	
2	细辛	10537	
2	细切	587	
2	细末	398	
2	细嚼	405	
2	细锉	1088	
2	细茶	117	
2	洗之	184	
2	洗净	649	
2	洗焙	344	
2	蜥蜴	106	
2	犀角	3418	
2	惜哉	172	
2	误矣	524	
2	误也	265	
2	勿用	106	
2	勿怪	114	
2	勿服	113	
2	五壮	174	
2	五痔	129	
2	五诊	210	
2	五脏	145	
2	五月	301	
2	五辛	117	
2	五味	2878	
2	五丸	160	
2	五十	173	
2	五升	361	
2	五色	112	
2	五日	208	
2	五钱	13977	
2	五片	234	
2	五枚	678	
2	五淋	107	
2	五两	3672	
2	五粒	115	
2	五里	137	
2	五厘	189	
2	五劳	105	
2	五斤	251	
2	五剂	104	
2	五合	750	
2	五个	407	
2	五分	12510	
2	五沸	103	
2	五寸	155	
2	五次	153	
2	蜈蚣	856	
2	吴茱	117	
2	吴云	696	
2	吴萸	694	
2	吴普	286	
2	吴蓝	101	
2	芜荑	937	
2	无子	211	
2	无效	125	
2	无时	1409	
2	无力	118	
2	无汗	935	
2	无毒	13097	
2	呜呼	595	
2	乌药	2457	
2	乌头	1754	
2	乌蛇	486	
2	乌梅	2477	
2	乌喙	191	
2	我想	115	
2	我说	272	
2	蜗牛	239	
2	问之	183	
2	问曰	2080	
2	文蛤	290	
2	瘟疫	124	
2	温中	399	
2	温疫	120	
2	温热	106	
2	温疟	374	
2	温酒	221	
2	温服	6591	
2	温病	223	
2	谓之	166	
2	谓曰	140	
2	胃者	303	
2	胃俞	142	
2	胃也	141	
2	胃经	194	
2	畏寒	141	
2	味子	153	
2	味辛	3152	
2	味咸	1115	
2	味酸	768	
2	味苦	4236	
2	味甘	4458	
2	未应	139	
2	未效	188	
2	未见	452	
2	痿厥	114	
2	委中	334	
2	为主	112	
2	为原	129	
2	为荥	198	
2	为阴	103	
2	为衣	150	
2	为阳	102	
2	为虚	160	
2	为细	170	
2	为丸	222	
2	为痛	119	
2	为实	129	
2	为散	794	
2	为热	140	
2	为末	10377	
2	为君	129	
2	为井	138	
2	为经	213	
2	为合	209	
2	为寒	153	
2	为此	101	
2	煨熟	129	
2	煨姜	341	
2	煨锉	278	
2	微炙	358	
2	微者	118	
2	微温	1913	
2	微热	159	
2	微苦	238	
2	微黄	175	
2	微寒	2963	
2	微烦	121	
2	微毒	274	
2	微喘	133	
2	微赤	120	
2	微炒	3994	
2	葳蕤	913	
2	王某	148	
2	亡阳	101	
2	汪曰	119	
2	汪按	160	
2	腕骨	201	
2	完骨	103	
2	丸服	252	
2	丸方	218	
2	外用	369	
2	外台	2599	
2	外关	130	
2	唾血	186	
2	脱肛	326	
2	吞酸	152	
2	菟丝	263	
2	吐之	117	
2	吐血	919	
2	吐泻	258	
2	吐痰	137	
2	吐逆	303	
2	吐利	257	
2	土也	291	
2	土炒	1015	
2	涂之	497	
2	图缺	4853	
2	图经	1257	
2	头重	135	
2	头晕	471	
2	头眩	532	
2	头痛	2536	
2	头疼	300	
2	头末	126	
2	头面	107	
2	头昏	137	
2	头汗	120	
2	头风	203	
2	头发	121	
2	痛止	153	
2	痛者	235	
2	痛甚	229	
2	痛经	161	
2	统旨	119	
2	童便	704	
2	铜人	739	
2	铜青	305	
2	铜绿	456	
2	桐君	105	
2	同之	176	
2	同研	183	
2	同时	285	
2	同上	1590	
2	同煎	398	
2	同炒	110	
2	通天	110	
2	通里	118	
2	通红	108	
2	通谷	206	
2	通赤	104	
2	通草	1826	
2	葶苈	1166	
2	听用	103	
2	听会	124	
2	铁精	179	
2	铁粉	461	
2	贴之	223	
2	调中	191	
2	调匀	109	
2	调下	149	
2	调服	201	
2	条文	119	
2	条芩	505	
2	田螺	102	
2	天柱	130	
2	天雄	1255	
2	天突	184	
2	天枢	194	
2	天时	121	
2	天麻	3723	
2	天井	151	
2	天府	109	
2	天冬	1239	
2	体重	210	
2	提要	364	
2	疼痛	683	
2	桃枝	167	
2	桃仁	6704	
2	桃花	119	
2	溏泄	106	
2	唐本	687	
2	汤液	154	
2	汤下	190	
2	汤洗	417	
2	汤泡	473	
2	汤浸	823	
2	汤方	261	
2	炭火	179	
2	檀香	553	
2	痰饮	367	
2	痰也	130	
2	痰多	181	
2	太渊	221	
2	太羽	107	
2	太阴	661	
2	太阳	660	
2	太溪	273	
2	太素	337	
2	太角	120	
2	太冲	377	
2	太白	233	
2	苔黄	123	
2	苔白	195	
2	獭肝	189	
2	他说	456	
2	锁阳	210	
2	所云	115	
2	所以	3449	
2	所谓	259	
2	所说	127	
2	缩砂	701	
2	飧泄	183	
2	孙曰	132	
2	遂愈	311	
2	虽然	963	
2	酸枣	154	
2	粟米	268	
2	粟壳	267	
2	素注	236	
2	素问	6949	
2	酥炙	989	
2	苏子	1100	
2	苏叶	854	
2	苏颂	260	
2	苏木	1011	
2	苏恭	208	
2	苏梗	511	
2	菘菜	494	
2	松脂	680	
2	松叶	101	
2	松香	295	
2	松萝	155	
2	松节	192	
2	四肢	294	
2	四诊	419	
2	四月	226	
2	四也	132	
2	四物	191	
2	四十	158	
2	四日	136	
2	四钱	5568	
2	四逆	253	
2	四枚	409	
2	四满	109	
2	四两	10273	
2	四斤	114	
2	四合	151	
2	四个	189	
2	四服	269	
2	四分	3412	
2	四寸	104	
2	四次	131	
2	四尺	123	
2	死也	132	
2	死肌	207	
2	思之	398	
2	说文	696	
2	顺也	146	
2	水煮	114	
2	水肿	549	
2	水蛭	921	
2	水银	1534	
2	水一	212	
2	水也	383	
2	水泻	112	
2	水洗	125	
2	水丸	207	
2	水调	132	
2	水气	125	
2	水浸	150	
2	水煎	5006	
2	水沟	109	
2	水服	229	
2	水分	163	
2	水飞	998	
2	双仁	311	
2	束骨	131	
2	薯蓣	609	
2	鼠妇	115	
2	蜀漆	389	
2	蜀椒	1771	
2	蜀本	210	
2	属阴	147	
2	属阳	148	
2	属肾	103	
2	属火	112	
2	黍米	109	
2	熟地	4843	
2	熟艾	236	
2	秫米	177	
2	书云	179	
2	首先	139	
2	首乌	293	
2	手足	361	
2	嗜卧	212	
2	释曰	105	
2	释名	1427	
2	是矣	131	
2	是也	1009	
2	是穴	169	
2	柿霜	107	
2	柿蒂	242	
2	拭干	233	
2	史记	222	
2	食之	304	
2	食远	183	
2	食盐	357	
2	食少	257	
2	食前	1436	
2	食疗	323	
2	食积	315	
2	食后	1335	
2	拾遗	625	
2	实者	277	
2	实也	380	
2	时珍	1434	
2	石脂	141	
2	石燕	147	
